,lengthOfEmailId,noOfDotsInEmailId,noOfDashesInEmailId,noOfSpecialCharsInEmailId,noOfDigitsInEmailId,noOfSubdomainsInEmailId,noOfUrls,noOfDotsInUrls,noOfDashesInUrls,noOfSpecialCharsInUrls,hasIpAddressInUrls,noOfIpAddressInUrls,noOfHttpsLinks,no_of_attachments,class_label,noOfMaliciousWords
1968,30,0,0,0,0,0,8,30,1,35,1,1,0,0,1,46
1969,18,0,0,0,0,0,2,10,7,21,1,1,1,0,1,14
1970,37,0,1,0,0,0,5,20,1,16,0,0,0,0,1,62
1971,44,2,0,0,10,0,2,8,2,2,0,0,0,0,1,57
1972,18,0,0,0,0,0,2,7,3,3,1,1,1,0,1,79
1973,24,0,0,0,0,0,4,18,2,6,0,0,2,0,1,61
1974,26,0,0,0,1,0,3,9,0,6,1,1,0,0,1,72
1975,46,2,0,0,12,0,2,6,2,2,0,0,0,0,1,53
1976,22,0,0,0,0,0,7,20,2,13,0,0,3,0,1,3
1977,20,0,0,0,0,0,3,8,0,5,0,0,1,0,1,43
1978,18,0,0,0,0,0,2,7,1,7,1,1,1,0,1,88
1979,49,2,0,0,12,0,2,8,2,2,0,0,0,0,1,56
1980,18,0,0,0,0,0,2,7,1,7,1,1,1,0,1,88
1981,18,0,0,0,0,0,2,11,11,21,0,0,1,0,1,14
1982,17,0,0,0,0,0,21,61,2,72,0,0,16,0,1,119
1983,16,0,0,0,0,0,21,65,6,91,1,1,0,0,1,99
1984,18,0,0,0,0,0,2,11,11,21,0,0,1,0,1,14
1985,18,0,0,0,0,0,21,61,2,72,0,0,16,0,1,119
1986,39,2,0,0,7,0,2,8,2,2,0,0,0,0,1,59
1987,17,0,0,0,0,0,12,37,11,25,0,0,0,0,1,78
1988,18,0,0,0,0,0,2,11,12,21,0,0,1,0,1,14
1989,47,2,0,0,12,0,2,6,2,2,0,0,0,0,1,58
1990,18,0,0,0,0,0,2,7,3,3,1,1,1,0,1,79
1991,16,0,0,0,0,0,2,6,0,2,0,0,1,0,1,37
1992,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1993,16,0,0,0,0,0,10,29,12,32,0,0,2,0,1,90
1994,24,0,0,0,0,0,2,10,2,4,0,0,0,0,1,56
1995,19,0,1,0,0,0,21,68,3,58,1,1,0,0,1,103
1996,18,0,0,0,0,0,2,10,8,21,1,1,1,0,1,14
1997,16,0,0,0,0,0,6,28,3,26,1,1,1,0,1,92
1998,15,0,0,0,0,0,18,40,3,35,0,0,0,0,1,96
1999,17,0,0,0,0,0,21,65,3,59,0,0,0,0,1,103
2000,46,2,0,0,7,0,2,6,2,2,0,0,0,0,1,57
2001,17,0,0,0,0,0,2,3,1,3,0,0,0,0,1,85
2002,56,2,0,0,14,0,2,6,2,2,0,0,0,0,1,57
2003,17,0,0,0,0,0,24,60,3,53,1,2,0,0,1,101
2004,34,0,1,1,3,0,2,10,0,2,0,0,0,1,1,40
2005,16,0,0,0,0,0,13,39,1,34,1,1,0,0,1,70
2006,20,0,0,0,0,0,5,11,0,6,0,0,3,0,1,44
2007,52,2,0,0,11,0,2,6,2,2,0,0,0,0,1,52
2008,19,0,0,0,0,0,1,3,0,3,0,0,0,0,1,54
2009,44,2,0,0,8,0,2,8,2,2,0,0,0,0,1,55
2010,51,2,0,0,10,0,2,6,2,2,0,0,0,0,1,56
2011,27,0,0,0,0,0,10,25,13,31,0,0,2,0,1,90
2012,27,0,0,0,0,0,10,25,13,31,0,0,2,0,1,90
2013,13,0,0,0,0,0,4,12,0,5,0,0,1,0,1,14
2014,16,0,0,0,0,0,2,13,8,7,0,0,0,0,1,18
2015,27,0,0,0,0,0,10,25,13,31,0,0,2,0,1,90
2016,27,0,0,0,0,0,10,25,13,31,0,0,2,0,1,90
2017,41,2,0,0,7,0,2,6,2,2,0,0,0,0,1,57
2018,20,0,0,0,0,0,12,41,10,24,1,1,0,0,1,79
2019,23,0,1,0,1,1,9,37,2,12,0,0,0,0,1,177
2020,48,2,0,0,11,0,2,8,2,2,0,0,0,0,1,56
2021,19,0,0,0,0,0,2,7,1,7,0,0,1,0,1,59
2022,23,0,0,1,4,0,0,0,0,0,0,0,0,0,1,3
2023,17,0,0,0,0,0,11,30,0,14,0,0,1,0,1,13
2024,32,0,1,0,0,0,5,21,6,28,0,0,0,0,1,62
2025,47,2,0,0,14,0,2,6,2,2,0,0,0,0,1,58
2026,17,0,0,0,0,0,2,8,0,3,1,1,0,0,1,46
2027,17,0,0,0,0,0,23,58,5,48,0,0,0,0,1,101
2028,13,0,0,0,0,0,9,31,0,10,1,2,1,0,1,12
2029,45,2,0,0,14,0,2,8,2,2,0,0,0,0,1,61
2030,17,0,0,0,0,0,21,66,6,92,1,1,0,0,1,100
2031,20,0,0,0,0,0,12,37,11,27,0,0,0,0,1,79
2032,17,0,1,0,1,0,22,70,10,92,0,0,0,0,1,122
2033,27,0,0,0,0,1,4,21,6,8,0,0,1,0,1,44
2034,19,0,1,0,0,0,21,64,4,59,0,0,0,0,1,103
2035,53,2,0,0,12,0,2,6,2,2,0,0,0,0,1,53
2036,17,0,0,0,0,0,21,65,7,89,1,1,0,0,1,99
2037,50,2,0,0,10,0,2,6,2,2,0,0,0,0,1,52
2038,20,0,0,0,0,0,12,37,11,27,0,0,0,0,1,79
2039,19,0,1,0,0,0,21,70,4,59,1,1,0,0,1,101
2040,18,0,0,0,0,0,10,23,13,31,0,0,2,0,1,90
2041,11,0,0,0,0,0,9,21,11,28,0,0,2,0,1,89
2042,16,0,0,0,0,0,5,12,2,51,0,0,1,0,1,122
2043,46,2,0,0,10,0,2,6,2,2,0,0,0,0,1,56
2044,19,0,0,0,0,0,21,64,3,72,0,0,16,0,1,109
2045,22,0,0,0,0,0,12,39,5,26,1,1,0,0,1,79
2046,15,0,0,0,0,0,21,51,1,38,0,0,0,0,1,105
2047,17,0,0,0,0,0,21,65,6,91,1,1,0,0,1,99
2048,19,0,0,0,0,0,5,12,10,6,0,0,0,0,1,46
2049,22,0,0,0,0,0,12,37,5,26,0,0,0,0,1,79
2050,22,0,0,0,0,0,12,37,5,26,0,0,0,0,1,79
2051,51,2,0,0,8,0,2,6,2,2,0,0,0,0,1,62
2052,27,0,0,0,0,1,4,20,6,8,0,0,1,0,1,44
2053,22,0,0,0,0,0,4,14,3,10,0,0,3,0,1,47
2054,23,0,0,0,0,0,7,16,0,15,0,0,3,0,1,44
2055,25,0,0,0,0,0,5,15,4,13,0,0,1,0,1,56
2056,34,0,0,0,0,2,6,25,1,13,1,1,0,1,1,43
2057,18,0,1,0,0,0,21,72,10,102,0,0,0,0,1,122
2058,19,0,1,0,0,0,12,34,6,19,0,0,0,0,1,76
2059,19,0,1,0,0,0,12,34,6,19,0,0,0,0,1,76
2060,26,0,0,0,0,0,4,11,0,6,0,0,0,0,1,50
2061,48,0,2,1,3,0,2,10,0,2,0,0,0,1,1,38
2062,32,0,2,0,3,0,2,10,0,2,0,0,0,1,1,43
2063,25,0,0,0,0,0,5,14,1,13,0,0,1,0,1,56
2064,40,2,0,0,12,0,2,8,2,2,0,0,0,0,1,57
2065,35,0,1,1,2,0,2,12,0,2,0,0,0,1,1,41
2066,44,2,0,0,12,0,2,6,2,2,0,0,0,0,1,57
2067,18,0,0,0,0,0,2,8,1,7,0,0,0,0,1,39
2068,16,0,1,0,0,0,21,74,13,102,0,0,0,0,1,122
2069,43,2,0,0,14,0,2,8,2,2,0,0,0,0,1,61
2070,26,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
2071,40,2,0,0,9,0,2,8,6,2,0,0,0,0,1,61
2072,15,0,0,0,0,0,21,71,10,102,0,0,0,0,1,122
2073,18,0,0,0,0,0,2,6,2,7,1,1,1,0,1,52
2074,26,0,0,0,0,0,8,25,9,20,0,0,4,0,1,25
2075,50,2,0,0,12,0,2,6,2,2,0,0,0,0,1,53
2076,19,0,1,0,0,0,13,36,8,22,0,0,0,0,1,77
2077,21,0,1,0,0,0,0,0,0,0,0,0,0,0,1,35
2078,22,0,0,0,0,0,12,37,4,26,0,0,0,0,1,79
2079,19,0,1,0,0,0,13,36,8,22,0,0,0,0,1,77
2080,19,0,1,0,0,0,13,36,8,22,0,0,0,0,1,77
2081,34,0,1,0,0,0,5,21,6,28,0,0,0,0,1,62
2082,19,0,1,0,0,0,8,24,6,40,0,0,1,0,1,88
2083,51,2,0,0,7,0,2,6,2,2,0,0,0,0,1,55
2084,26,0,0,0,0,0,6,22,7,14,0,0,3,0,1,41
2085,25,0,1,0,0,0,7,17,8,19,0,0,2,0,1,86
2086,22,0,0,0,0,0,12,37,4,26,0,0,0,0,1,79
2087,48,2,0,0,11,0,2,8,2,2,0,0,0,0,1,60
2088,22,0,0,0,0,0,12,38,4,26,0,0,0,0,1,79
2089,49,2,0,0,12,0,2,6,2,2,0,0,0,0,1,58
2090,40,2,0,0,12,0,2,8,6,2,0,0,0,0,1,56
2091,22,0,0,0,0,0,11,33,4,21,0,0,0,0,1,79
2092,28,0,2,0,0,0,3,10,0,3,1,1,0,0,1,44
2093,42,2,0,0,7,0,2,6,2,2,0,0,0,0,1,56
2094,15,0,0,0,0,0,18,52,6,60,0,0,0,0,1,112
2095,22,0,0,0,0,0,12,37,4,26,0,0,0,0,1,79
2096,13,0,0,0,0,0,11,33,4,14,0,0,1,0,1,14
2097,19,0,0,0,0,0,7,20,8,11,0,0,0,0,1,66
2098,15,0,0,0,0,0,2,6,0,4,0,0,1,0,1,93
2099,22,0,0,0,0,0,12,37,5,26,0,0,0,0,1,79
2100,15,0,0,0,0,0,21,74,10,101,0,0,0,0,1,122
2101,19,0,0,0,0,0,7,20,4,11,0,0,0,0,1,70
2102,18,0,0,0,0,0,5,13,3,11,0,0,1,0,1,47
2103,45,2,0,0,7,0,2,8,2,2,0,0,0,0,1,59
2104,32,0,1,0,0,0,5,18,1,16,1,1,0,0,1,62
2105,45,2,0,0,9,0,2,6,2,2,0,0,0,0,1,58
2106,22,0,0,0,0,0,12,37,5,28,0,0,0,0,1,79
2107,52,2,0,0,8,0,2,6,2,2,0,0,0,0,1,57
2108,46,2,0,0,15,0,2,8,2,2,0,0,0,0,1,56
2109,42,2,0,0,8,0,2,8,2,2,0,0,0,0,1,56
2110,28,0,1,0,0,0,13,42,4,22,0,0,11,0,1,69
2111,47,2,0,0,8,0,2,6,2,2,0,0,0,0,1,56
2112,19,0,1,0,0,0,7,25,2,11,0,0,0,0,1,95
2113,19,0,0,0,0,0,3,10,5,12,0,0,2,0,1,47
2114,47,2,0,0,9,0,2,7,2,2,0,0,0,0,1,54
2115,24,0,0,0,1,0,3,9,0,12,0,0,0,0,1,43
2116,28,0,1,0,0,0,3,10,5,13,1,1,1,0,1,14
2117,32,0,1,0,0,0,5,17,2,18,0,0,0,0,1,62
2118,39,2,0,0,9,0,2,8,2,2,0,0,0,0,1,54
2119,38,0,0,0,0,1,7,20,1,25,0,0,1,0,1,33
2120,47,2,0,0,12,0,2,6,2,2,0,0,0,0,1,49
2121,25,0,0,0,5,1,1,3,2,8,0,0,0,0,1,35
2122,18,0,0,0,0,0,1,6,3,1,0,0,0,0,1,72
2123,18,0,0,0,0,0,1,6,2,4,0,0,0,0,1,72
2124,48,2,0,0,7,0,2,6,2,2,0,0,0,0,1,64
2125,17,0,0,0,0,0,11,32,1,30,1,1,7,0,1,63
2126,51,2,0,0,8,0,2,7,2,2,0,0,0,0,1,55
2127,19,0,1,0,0,0,7,25,2,11,0,0,0,0,1,95
2128,18,0,0,0,0,0,1,6,2,4,0,0,0,0,1,72
2129,16,0,0,0,0,0,10,25,13,31,1,1,2,0,1,90
2130,16,0,0,0,0,0,10,25,13,31,1,1,2,0,1,90
2131,43,2,0,0,9,0,2,8,2,2,0,0,0,0,1,58
2132,14,0,0,0,0,0,2,8,0,3,0,0,1,0,1,24
2133,45,2,0,0,10,0,2,8,2,2,0,0,0,0,1,56
2134,32,0,1,0,0,0,5,17,6,18,0,0,0,0,1,62
2135,19,0,0,0,0,0,3,6,1,4,0,0,2,0,1,45
2136,15,0,0,0,0,0,13,36,6,22,0,0,0,0,1,80
2137,15,0,0,0,0,0,13,37,1,18,0,0,0,0,1,86
2138,23,0,1,0,1,1,6,22,2,7,0,0,0,0,1,79
2139,45,2,0,0,13,0,2,6,2,2,0,0,0,0,1,56
2140,54,2,0,0,12,0,2,6,2,2,0,0,0,0,1,55
2141,18,0,0,0,0,0,1,4,0,2,1,1,0,0,1,72
2142,47,2,0,0,10,0,2,8,2,2,0,0,0,0,1,56
2143,45,2,0,0,12,0,2,8,2,2,0,0,0,0,1,58
2144,16,0,0,0,0,0,10,33,2,20,1,1,0,0,1,79
2145,18,0,0,0,0,0,1,7,5,3,0,0,0,0,1,72
2146,19,0,1,0,0,0,8,25,6,43,0,0,1,0,1,131
2147,19,0,1,0,0,0,8,25,6,43,0,0,1,0,1,88
2148,52,2,0,0,12,0,2,8,4,2,0,0,0,0,1,49
2149,15,0,0,0,0,0,13,36,8,20,0,0,0,0,1,78
2150,15,0,0,0,0,0,18,49,9,51,0,0,0,0,1,113
2151,49,2,0,0,8,0,2,10,0,2,0,0,0,0,1,48
2152,50,2,0,0,11,0,2,8,4,2,0,0,0,0,1,55
2153,16,0,0,0,0,0,13,37,2,27,0,0,1,0,1,96
2154,21,0,1,0,0,0,2,5,2,4,0,0,1,0,1,29
2155,44,2,0,0,7,0,2,8,4,2,0,0,0,0,1,57
2156,17,0,0,0,0,0,2,7,6,7,1,1,0,0,1,87
2157,19,0,1,0,0,0,10,29,3,17,0,0,0,0,1,59
2158,31,0,1,0,0,0,5,22,10,28,0,0,0,0,1,62
2159,19,0,1,0,0,0,10,29,3,17,0,0,0,0,1,59
2160,31,0,1,0,0,0,5,22,10,28,0,0,0,0,1,62
2161,16,0,0,0,0,0,9,27,4,29,0,0,0,0,1,84
2162,18,0,0,0,0,0,9,27,5,29,0,0,2,0,1,49
2163,45,2,0,0,8,0,2,8,2,2,0,0,0,0,1,56
2164,31,0,1,0,0,0,5,22,10,28,0,0,0,0,1,62
2165,47,2,0,0,9,0,2,8,4,2,0,0,0,0,1,54
2166,32,0,1,0,0,0,5,22,10,28,0,0,0,0,1,62
2167,57,2,0,0,11,0,2,8,2,2,0,0,0,0,1,46
2168,19,0,0,0,0,0,1,3,0,3,0,0,1,0,1,5
2169,47,2,0,0,8,0,2,8,4,2,0,0,0,0,1,57
2170,52,2,0,0,10,0,2,10,0,2,0,0,0,0,1,50
2171,49,2,0,0,7,0,2,8,4,2,0,0,0,0,1,54
2172,51,2,0,0,13,0,2,9,4,2,0,0,0,0,1,55
2173,49,0,2,2,3,0,2,12,2,2,0,0,0,0,1,16
2174,40,2,0,0,7,0,2,8,2,2,0,0,0,0,1,53
2175,46,2,0,0,9,0,2,10,0,2,0,0,0,0,1,46
2176,52,2,0,0,11,0,2,8,2,2,0,0,0,0,1,50
2177,32,0,1,0,0,0,5,22,10,28,0,0,0,0,1,62
2178,16,0,0,0,0,0,13,37,2,27,0,0,1,0,1,96
2179,32,0,1,0,0,0,5,22,10,28,0,0,0,0,1,62
2180,15,0,0,0,0,0,1,4,1,2,0,0,0,0,1,28
2181,51,2,0,0,8,0,2,10,0,2,0,0,0,0,1,47
2182,19,0,0,0,0,0,1,3,0,1,0,0,0,0,1,28
2183,16,0,0,0,0,0,9,28,4,29,0,0,0,0,1,79
2184,21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,29
2185,22,0,0,0,0,0,0,0,0,0,0,0,0,1,1,29
2186,26,0,0,0,3,0,0,0,0,0,0,0,0,1,1,29
2187,28,0,1,0,0,0,3,15,1,4,0,0,1,0,1,32
2188,15,0,0,0,0,0,13,38,2,18,0,0,0,0,1,114
2189,45,2,0,0,11,0,2,10,0,2,0,0,0,0,1,46
2190,58,2,0,0,14,0,2,8,4,2,0,0,0,0,1,55
2191,43,2,0,0,7,0,2,8,2,2,0,0,0,0,1,50
2192,19,0,0,0,0,0,12,28,3,22,1,1,0,0,1,116
2193,17,0,0,0,0,0,2,6,5,3,0,0,1,0,1,93
2194,46,2,0,0,7,0,2,8,4,2,0,0,0,0,1,55
2195,49,2,0,0,9,0,2,8,2,2,0,0,0,0,1,53
2196,17,0,0,0,0,0,1,3,0,2,1,1,0,0,1,33
2197,55,2,0,0,12,0,2,8,2,2,0,0,0,0,1,45
2198,23,0,0,0,0,0,3,10,0,8,1,1,1,0,1,63
2199,19,0,1,0,0,0,11,36,5,27,1,1,1,0,1,20
2200,15,0,0,0,0,0,13,38,2,18,0,0,0,0,1,114
2201,19,0,1,0,0,0,11,36,5,27,1,1,1,0,1,20
2202,18,0,1,0,0,0,4,13,8,4,0,0,1,0,1,25
2203,16,0,1,0,0,0,24,73,9,45,1,1,0,0,1,119
2204,19,0,0,0,0,0,2,5,1,6,0,0,1,1,1,46
2205,13,0,0,0,0,0,1,2,0,3,0,0,0,0,1,48
2206,47,0,1,2,3,0,2,10,0,2,0,0,0,0,1,35
2207,16,0,0,0,0,0,6,20,0,8,0,0,1,0,1,97
2208,19,0,0,0,0,0,2,6,1,6,0,0,1,1,1,46
2209,28,0,2,0,0,0,2,9,0,3,1,1,0,0,1,39
2210,40,2,0,0,7,0,2,8,2,2,0,0,0,0,1,44
2211,37,2,0,0,10,0,2,8,2,2,0,0,0,0,1,49
2212,51,2,0,0,8,0,2,6,2,2,0,0,0,0,1,64
2213,19,0,1,0,0,0,14,36,2,17,1,1,0,0,1,3
2214,40,2,0,0,13,0,2,8,2,2,0,0,0,0,1,52
2215,35,0,1,0,0,0,5,18,1,16,0,0,0,0,1,62
2216,37,2,0,0,7,0,2,8,2,2,0,0,0,0,1,46
2217,21,0,1,0,0,0,3,8,1,6,0,0,2,0,1,49
2218,15,0,0,0,0,0,13,38,2,18,0,0,0,0,1,118
2219,46,2,0,0,9,0,2,8,2,2,0,0,0,0,1,44
2220,18,0,0,0,0,0,10,29,2,20,0,0,7,0,1,76
2221,18,0,0,0,0,0,2,5,2,2,0,0,0,0,1,5
2222,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2223,51,2,0,0,10,0,2,8,2,2,0,0,0,0,1,51
2224,19,0,1,0,0,0,13,37,6,22,0,0,0,0,1,77
2225,47,2,0,0,10,0,2,8,2,2,0,0,0,0,1,42
2226,23,1,0,0,0,0,12,44,0,15,1,7,0,0,1,11
2227,18,0,0,0,0,0,7,20,1,16,0,0,1,0,1,63
2228,18,0,0,0,0,0,3,7,2,9,0,0,2,0,1,53
2229,15,0,0,0,0,0,13,37,1,17,0,0,0,0,1,86
2230,18,0,0,0,0,0,4,11,1,10,0,0,1,0,1,21
2231,54,2,0,0,12,0,2,8,2,2,0,0,0,0,1,53
2232,34,0,1,0,0,2,5,14,1,12,0,0,1,0,1,65
2233,17,0,0,0,0,0,13,40,3,34,0,0,0,0,1,105
2234,53,2,0,0,11,0,2,8,2,2,0,0,0,0,1,43
2235,19,0,1,0,0,0,9,25,4,10,0,0,0,0,1,91
2236,20,0,0,0,0,0,2,9,0,4,1,1,1,0,1,13
2237,47,2,0,0,10,0,2,10,4,2,0,0,0,0,1,53
2238,48,2,0,0,10,0,2,8,2,2,0,0,0,0,1,50
2239,55,2,0,0,14,0,2,10,2,2,0,0,0,0,1,53
2240,45,2,0,0,9,0,2,8,2,2,0,0,0,0,1,49
2241,16,0,0,0,0,0,4,6,0,4,0,0,0,0,1,58
2242,45,2,0,0,12,0,2,8,2,2,0,0,0,0,1,39
2243,50,2,0,0,7,0,2,10,2,2,0,0,0,0,1,46
2244,18,0,0,0,0,0,2,7,0,2,0,0,0,0,1,41
2245,22,0,0,0,0,0,1,4,0,1,0,0,0,0,1,14
2246,20,0,1,0,0,0,2,7,0,2,0,0,0,0,1,41
2247,44,2,0,0,7,0,2,10,2,2,0,0,0,0,1,56
2248,30,0,0,0,0,1,3,11,0,5,0,0,1,0,1,61
2249,30,0,0,0,0,1,3,11,0,5,0,0,1,0,1,61
2250,18,0,0,0,0,0,2,7,0,2,0,0,0,0,1,41
2251,14,0,0,0,0,0,1,3,0,2,0,0,0,0,1,26
2252,19,0,0,0,0,0,2,6,1,3,0,0,1,0,1,19
2253,50,2,0,0,8,0,2,10,2,2,0,0,0,0,1,51
2254,25,0,0,0,0,0,2,6,0,2,1,1,0,0,1,92
2255,40,2,0,0,8,0,2,8,2,2,0,0,0,0,1,47
2256,15,0,0,0,0,0,14,37,2,16,0,0,0,0,1,5
2257,15,0,0,0,0,0,14,36,2,16,0,0,0,0,1,3
2258,36,1,0,0,0,0,12,32,1,23,0,0,0,0,1,46
2259,57,2,0,0,14,0,2,10,2,2,0,0,0,0,1,55
2260,19,0,0,0,0,0,2,7,0,2,0,0,0,0,1,41
2261,51,2,0,0,7,0,2,10,2,2,0,0,0,0,1,49
2262,43,2,0,0,12,0,2,8,2,2,0,0,0,0,1,36
2263,46,2,0,0,8,0,2,10,2,2,0,0,0,0,1,50
2264,30,0,0,1,0,0,15,41,4,22,0,0,0,0,1,76
2265,46,2,0,0,8,0,2,10,2,2,0,0,0,0,1,53
2266,47,2,0,0,10,0,2,10,2,2,0,0,0,0,1,54
2267,19,0,0,0,0,0,8,23,5,28,0,0,2,0,1,50
2268,52,2,0,0,11,0,2,10,2,2,0,0,0,0,1,55
2269,18,0,0,0,0,0,9,27,5,29,0,0,2,0,1,50
2270,36,0,0,0,0,0,6,19,4,23,0,0,0,0,1,56
2271,18,0,0,0,0,0,9,27,5,29,0,0,2,0,1,50
2272,51,2,0,0,8,0,2,10,2,2,0,0,0,0,1,45
2273,14,0,0,0,0,0,2,5,0,2,0,0,0,0,1,25
2274,28,0,1,0,0,0,2,6,1,2,0,0,0,0,1,41
2275,38,0,0,2,0,0,15,43,5,24,0,0,0,0,1,76
2276,36,2,0,0,12,0,2,8,2,2,0,0,0,0,1,40
2277,27,0,1,0,0,0,2,6,1,2,0,0,0,0,1,41
2278,18,0,0,0,0,0,9,27,5,29,0,0,2,0,1,50
0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
3,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
4,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
6,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
8,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
9,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39
10,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
11,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17
12,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
13,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
14,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
15,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
16,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23
18,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
21,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
22,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39
23,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57
24,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
26,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37
27,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59
28,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
29,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
30,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
31,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
32,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
33,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
34,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42
36,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
37,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20
38,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
39,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
40,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
41,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
42,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38
43,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21
44,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
45,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
46,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
47,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
48,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25
50,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
51,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
52,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
54,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17
55,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
56,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
57,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
58,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
59,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
60,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
61,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
62,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
63,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
64,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
65,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
66,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26
67,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37
68,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
69,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
70,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20
71,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
72,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
73,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
74,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26
75,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
77,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29
78,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30
79,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
80,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38
81,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20
82,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
83,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21
84,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
85,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
